user_id_experi,whether_active
26787826,Yes
18245601,No
170352544,No
71190470,No
777593585629814784,No
73097498,Yes
3322188248,Yes
31453996,No
64988324,No
778629076940500992,No
111109304,No
268256709,No
47039868,No
62059958,No
1440700358,No
713949712194215938,No
62589198,No
1382868224,No
113948965,No
55197678,No
1193371062,No
393362049,No
64041474,Yes
95240527,No
70380059,No
1636351038,No
129126829,No
29698415,No
142201059,No
715130976935026688,No
195448833,No
173123534,No
61606664,Yes
2482688934,No
17625406,No
19265076,No
950549930,No
2912840879,No
1017832603,No
2362291682,No
2986338112,No
160675684,No
301381979,Yes
27969435,No
19436808,No
1600931,No
33553251,No
1483276698,No
81979954,No
1140305274,No
922660980,No
3336074537,No
19756713,No
267381861,Yes
2254085371,No
2197970570,No
20269328,No
870597439,No
1584883788,No
1024124958,No
17493016,No
29980396,No
721377902252683264,No
422753927,No
15250896,No
54507491,No
39509314,No
820494696,No
162914061,No
3646971856,No
2876804250,No
90481271,No
74426342,No
61323080,No
36175296,No
3057228958,No
455290024,No
15309467,No
133372179,No
158901096,No
2875793995,No
1169020747,No
23340607,No
19451813,No
2369485963,No
2994564113,No
529541551,No
423716129,No
379378914,No
2523514141,No
21024374,No
98863587,No
1171182668,No
20561973,No
384695518,No
1708460220,No
4482616212,No
20501629,No
14326901,No
45261250,No
48893323,No
928763503,No
211419571,No
535015099,No
125675649,Yes
274670671,No
15154216,No
842317388,No
367676040,No
1186407745,No
282751621,No
1665978758,No
760416523,No
843798637,No
2466234432,No
1873374613,No
3147626639,No
144895933,No
344633710,No
3257994684,No
21287456,No
268325835,No
96373498,No
127537708,No
21175271,No
272215307,No
69482012,No
13882422,No
976602654,No
1202660983,No
244127595,No
90344035,No
32208796,No
482233945,No
701970283620470785,No
479937744,No
290553151,No
258997692,No
57791793,No
2685923779,No
3264700257,No
4787662932,No
2998667868,No
878427038,No
4756047517,No
3528407837,No
114785935,No
42123801,No
509,No
247894564,No
2551467398,No
157560205,No
29547017,No
96399442,No
1734174698,No
536785489,No
359416945,No
111154233,No
283608923,No
28579374,No
148709111,No
16974098,No
758490370309107713,No
11622902,No
3230947374,No
162089681,No
717836426,No
738118316452089856,No
732256913027530753,No
565815554,No
1695720008,No
190760270,No
1186727431,No
44622484,No
349475342,No
91730206,No
773045604326993920,No
101817037,No
68347623,No
126798896,No
2316530562,No
3258168487,No
4889990293,Yes
1199773272,No
2193153876,No
184341382,No
4693680386,No
1885833912,No
218064209,No
108500760,No
2805689886,No
780965092582051840,No
25133328,No
723339836757827590,No
775337026300186624,No
489827888,No
88709529,Yes
561696170,No
1373354234,No
199751278,No
2411748420,No
16703283,No
153740950,No
2345649007,No
74479455,No
2299229156,No
1393820892,No
49424310,No
92506401,No
79095526,No
15786675,No
558081498,No
2613132308,No
309103324,No
253328356,No
280924003,No
16898014,No
111311425,No
116394463,No
84824488,No
2242138508,No
1023375762,No
172626466,No
101431978,No
757353953935790080,No
101976764,No
2515080404,No
17782870,No
73416807,No
273795832,No
3195840757,No
4242036260,No
3091815276,No
130804711,No
120686214,No
15363966,No
66302156,Yes
433114728,No
166950381,No
3104054881,No
860782586,No
82570700,No
1873846074,No
524784220,No
937472923,No
119640490,No
970657332,No
87118044,No
794799844913246208,No
61141419,No
96286076,No
990333956,No
58433580,No
305814105,No
618236025,No
213690076,No
487962424,No
19440322,No
133172077,No
87117683,No
4880556981,No
2960490260,No
3020447602,No
405164703,No
427609692,No
2403231494,No
16069130,No
4487288773,No
2582743346,No
160933502,No
103623830,No
65417675,No
1498050319,No
97011860,No
957140720,No
2508603106,No
3046666154,No
54641026,No
21528028,No
2559174822,No
36011910,No
2960171321,No
1856634302,No
100209462,No
1495902908,No
551812896,No
821125016,No
87379460,No
299195185,No
9506872,No
16561291,No
2856399197,No
3912881660,No
4672171753,No
83441084,No
321395977,No
794742773672910848,No
703551459783118848,No
713576561799094272,No
406888732,No
130542674,No
822491196,No
171696906,No
379579464,No
508281458,No
25344410,No
20842436,No
135954665,No
794834856513388544,No
707234457577779200,No
43010405,No
2515586548,No
313823505,No
794865427000107008,No
634866870,No
700157188,No
181163587,No
275892665,No
312837010,No
23060688,No
21293985,No
133795300,No
3958952128,No
214875930,No
700413748587134976,No
339912317,No
305186800,No
175909588,No
139661734,No
29928368,No
477988545,No
55553419,No
792393702119387136,No
103173046,No
23067380,No
1543185697,Yes
16102387,No
231471532,No
2963859957,No
738348487,No
248336674,No
2745442233,No
65701751,No
171158169,No
452284120,No
2810344255,No
25966361,No
3230421368,No
794882735416348672,No
16448937,No
720502068344201217,No
2473987760,No
32884145,No
269450888,No
2872381,No
506169734,No
163234448,No
124404304,No
22623668,No
3784437202,No
366070192,No
21614568,No
778257690833391616,No
91070198,No
750926251,No
1034054106,No
63802295,No
752856230,No
137123695,No
20376877,No
2261733470,No
1882693742,No
166228605,No
604322953,No
18450619,No
736905580426715137,No
186054723,No
813888230,No
26619513,Yes
117692606,No
719797334490619905,No
11363412,No
150754343,No
15811626,No
3367422562,No
2246728718,No
229832770,No
3254261406,No
69203404,No
123250518,No
36727437,No
18933348,No
2244462676,No
1188749005,No
376989915,No
122537223,No
276409190,No
2184830563,No
126775981,No
3307658450,No
58508534,No
1107810144,No
1573710464,No
794897603565649921,No
433633820,No
273360234,No
52119798,No
23923212,No
273967198,No
235644674,No
204458885,No
218047455,No
1497371880,No
2600294483,No
1947445350,No
14550524,No
160351387,No
379112521,No
208750719,No
713036018,No
21507214,No
757246957056253952,No
158747192,No
2411557254,No
3621489796,No
61202914,No
1513256844,No
39503485,No
1305569118,No
471528103,No
1071362384,No
137088213,No
20193668,No
39261405,No
762772054408069121,No
1366998474,No
310914911,No
3255474476,No
238383742,No
30449971,No
29010115,No
54225272,No
1579149218,No
16242592,No
739160998221914112,No
131604312,No
333520303,No
46908882,No
2324935400,No
2645861,No
49102538,No
72660744,No
18801710,No
390400826,No
1914166975,No
122909921,No
118332705,No
46324534,No
1476338503,No
1247390532,No
1511378161,No
444792256,No
213676804,No
558909704,No
27070796,No
15525392,No
2282717091,No
2544451983,No
1475688288,No
2310997442,No
128997218,No
847795915,No
450676096,Yes
68977795,No
37765689,No
51687101,No
2903358217,No
2890995413,No
393360279,No
2312379978,No
274333027,No
543778131,No
791082112967319552,No
145332416,No
16423336,No
14839627,No
497260242,No
46021688,No
144417801,No
14185846,No
733409848927223808,No
1570475924,No
112758097,No
1524849332,No
2508971409,No
752064640918495232,No
321612832,No
2743293411,No
3089388027,No
149205496,No
1152863588,No
435529602,No
169523430,No
358321807,No
122259179,No
3308262144,No
2151075041,No
545738250,No
11835212,No
616272054,No
57911587,No
724359440,No
13342982,No
2516314615,No
109957953,No
2197911244,No
45045231,No
1055297540,No
2798551179,No
704642483108634625,No
197915110,No
183185916,No
201373006,No
567487989,No
2604376542,No
4517725215,No
33933098,No
2752505106,No
4295867839,No
221771774,No
811611757,No
24850198,No
4906670200,No
84875337,No
4766733902,No
3941204535,No
4435617194,No
733334988897148928,No
436219503,No
1619221243,No
229519907,No
575390754,No
68668048,No
83776043,No
46741199,No
214124030,No
19968342,No
15650995,No
456184129,No
15007269,Yes
93735702,No
29207516,No
221463422,No
14498026,No
21160241,No
1295519514,No
25087244,No
49989431,Yes
784232940045635588,No
543742037,No
2717299938,No
143901353,No
81925617,No
2874127983,No
719030791,No
23824476,No
17637584,No
285564031,No
258781911,No
385986441,No
295751809,No
141385502,No
4701786715,No
4133902939,No
65368080,No
1091048630,No
26034446,No
246569534,No
46470202,No
847564946,No
29579566,No
58319911,No
880638594,No
718368762,No
4412017879,No
230968607,No
1640736770,No
3025026268,No
1168891231,No
2561987932,No
689443,No
14881631,No
17857303,No
22065705,No
1447445948,No
170667264,Yes
217279145,No
8470242,No
35897341,No
43557159,Yes
556203794,No
126035165,No
2161691195,No
104494262,No
619897829,No
23422823,No
226735349,No
779291112523661312,No
23149177,No
133676329,No
23850653,No
378076456,No
395028940,No
507360196,No
403948926,No
182757818,No
2234079518,No
1582680620,No
36195921,No
401490814,No
436385083,No
499136457,No
1300002864,Yes
150700993,No
1631096060,No
17631815,No
429145193,No
18915932,No
20931073,No
456107269,No
52962458,No
17561692,No
283687814,No
19105648,No
2622077688,No
15989935,No
2879605897,No
110001327,No
44878870,No
5468322,No
3310693859,No
3554680156,No
707304050367275010,No
28849765,No
4866517145,No
3354681201,No
546353974,No
370640708,No
26101911,No
2372412859,No
42553619,No
78002484,No
609106644,No
390663031,No
288278707,No
61149862,No
6352002,No
415732114,No
3674647996,No
105841500,No
987010334,No
36909163,No
3347038577,No
280942428,No
2920097186,No
705857618,No
107720018,No
1018160642,No
172138310,No
23537720,No
221713592,No
16279527,No
18113347,No
2227855403,No
122193273,No
487876567,No
57095546,No
2478991942,No
22318800,No
17463956,Yes
3315701423,No
21265639,No
23452175,No
165073789,No
721245979920461824,No
359169330,No
261274640,No
303123367,No
1141189604,No
417440374,No
2645665930,No
361310741,No
720648488594366467,No
131460274,No
71065435,No
12228702,No
1681422211,No
790552200485437440,No
207189742,No
122159107,No
15598558,No
1916791734,No
3540809533,No
565037272,No
141124744,No
399724771,No
48857727,No
342777643,No
15691325,No
25214566,No
1752073602,No
2983132720,No
3078052982,No
241735926,No
2548466150,No
1252833174,No
999342018,No
48855264,No
14472490,Yes
3939183493,Yes
753581555008823296,No
964799808,No
983281195,No
2923088181,No
749747076,No
90831171,No
3241714097,No
1865390934,No
4099659113,No
68148241,No
75842615,No
19422030,No
103607051,No
90856120,No
19157202,No
3748708212,No
737607555858325504,Yes
17804034,No
751309743000518656,No
624701300,No
96495092,No
1028934518,No
71992801,No
457331282,No
833566544,No
746745576,No
592612817,No
2317909435,No
2357637074,No
42013343,No
2422427690,No
1214335602,No
24530914,No
75603588,No
238364511,No
280200803,No
91398387,No
2501882556,No
249600784,No
194954782,No
188509369,No
79665915,No
32193407,No
783001799380774912,No
899940428,No
123058781,No
3309954151,No
164157058,No
25773642,No
52436759,No
42421429,No
18912992,No
244497804,No
5948982,No
16359947,No
155537738,No
82056678,No
20244677,No
90389307,No
3018271286,No
317771821,No
93109565,No
129697885,No
20633844,No
745963375,No
114712087,No
189968838,No
381925289,No
7378852,No
222449438,No
775262923,No
1241883061,No
2180360617,No
2274222559,No
3120281874,No
273346406,No
1451144844,No
772157352732684288,No
756017336818237440,No
416247723,No
66470444,No
1566707948,No
28249599,No
1111978806,No
128924589,No
1442257567,No
15797540,No
339264344,No
2832583026,No
28562478,No
23758349,No
594293037,No
15401714,No
558779605,No
795673533691133953,No
145641469,No
705482779589533698,No
173142203,No
43866763,No
20299053,No
4818310072,No
791069538347585536,No
2431987241,No
55858730,No
22533553,No
1666337360,No
113988552,No
2935131893,No
2837576560,No
783283774553325570,No
35494613,No
81803977,No
218516662,No
32927057,No
153715301,No
536178856,No
2998699971,No
774695745169477632,No
264728194,No
394097716,No
294607130,No
20490825,No
574633767,No
27056183,No
1079912580,Yes
358265157,No
292071548,No
3141756500,No
795688135208370177,No
24177500,No
2328418490,No
38855987,No
2544056160,No
3226056694,No
252516093,No
42223408,No
14518496,No
941329873,No
351233763,No
236144624,No
16101134,Yes
27071566,No
430321074,No
19026070,No
3028486809,No
301131509,No
72244850,No
22982668,Yes
2205388434,No
2286457988,No
96185933,No
195814998,No
801096320,No
24216944,No
356630390,No
221622379,No
29894847,No
1898668249,No
44441471,No
4144281509,No
197396105,No
712609620,No
385293056,No
3709774034,No
132802580,No
3110395221,No
1143623798,No
177279835,No
311519412,No
780926815,No
4077359177,No
563320158,No
394977649,No
4275197799,No
200720939,No
219329655,No
178821926,No
39110593,No
21310553,No
2584960714,No
2335975452,No
520645013,No
50619528,No
768287467,No
20138264,No
31094419,No
15615730,No
351776318,No
3254266661,No
320363828,No
30682661,No
853878218,No
2376877178,No
35226172,No
14689526,No
190570700,No
1716675360,No
43352250,No
160624276,No
115689804,No
181995668,No
33989747,No
2774671460,No
308067726,No
26635131,No
781553268,No
231139305,No
2907183455,No
40768676,No
2234018858,No
2309319691,No
583353351,No
1880596854,No
1101591,No
345406700,No
20489626,No
430493995,No
560573206,No
114062496,No
14511397,No
277189332,No
35447423,No
3090172054,No
21363503,No
253639180,No
23432086,No
1663760480,No
90723248,No
149080277,No
3293635331,No
1885983194,No
30164429,No
28627322,No
1386347844,No
22385768,No
942113252,No
1596597066,No
1935401510,No
3167681303,No
150532059,No
633260448,No
451426681,No
493476670,No
20473822,No
25815563,No
94809536,No
31343615,No
1118203718,No
28580927,No
58459311,No
256552743,No
432735153,No
44668641,No
201886488,Yes
4536647685,No
92705421,No
41706212,No
58755445,No
15966805,No
15382897,No
19416518,No
1310112145,No
2504948270,No
394036840,No
164955773,No
71629161,No
463147205,No
754921332,No
2608444667,No
637265184,No
2900082724,No
159569470,No
65857855,No
175093585,No
1385160163,No
27510625,No
179054039,No
21645556,No
964771512,No
892823126,No
2571866154,No
13740992,No
268043511,No
4869114503,No
25195037,No
7284492,No
1002186955,No
4687878373,No
2783422992,No
65445499,No
115908468,No
108883864,No
385225560,No
120555720,No
1526616858,No
4185399737,No
221560503,No
2527805071,No
764506995013496833,No
795959099070365696,No
84811314,No
795983076908298241,No
262511433,No
732243207149355008,No
471592068,No
366738085,No
841901120,No
160630312,No
87221932,No
27496143,No
97610175,No
754848602,No
68085362,No
274112548,No
27732663,No
795997959796248576,No
910820724,No
287891080,No
551681039,No
182179968,No
2920941247,No
48944680,No
4557944566,No
90101032,No
2811396564,No
3318676735,No
2873102303,No
753488555071070208,No
15105778,No
69951475,No
954785119,No
326029626,No
3336781149,No
5723252,Yes
14413853,No
516556488,No
742055695302983680,No
398292491,No
277929489,No
44353233,No
88738596,No
3853747515,No
1272912847,No
2416321346,No
893188008,No
206632031,No
898162058,No
236486106,No
90014982,No
15378410,No
15621893,No
1396008896,No
15702261,No
137296976,No
7846672,No
228269319,No
157082557,No
387505752,No
23464616,No
722550085222035456,No
4153127565,No
2969498045,No
392144565,No
526225187,No
2800056331,No
95938737,No
208016798,No
374110134,No
306265272,No
12096932,No
41827055,No
1292291383,No
328797772,No
261427312,No
15553071,No
290491336,No
877933230,No
1678832478,No
1668987680,No
23808818,Yes
1163326477,No
854950676,No
34210603,No
26485105,No
23830952,No
305743837,No
2994595354,No
53772526,No
19159242,No
2796657390,No
603939924,No
3119795147,No
604972614,No
318695981,No
196950879,No
1491042913,No
16073359,No
51905480,No
612578693,No
20538964,No
2872088193,No
4173288262,No
26430142,No
789689215059578882,No
1002018746,No
3077621,No
15125017,No
796054803608731648,No
215568590,No
103958741,No
729319744206188544,No
23730399,No
3183453890,No
275426669,No
131126857,No
3741403168,No
305434615,No
329542960,No
116431320,No
353404797,No
14799621,No
889230312,No
44302010,No
268351530,No
1602373866,No
3988325908,No
131804147,No
563627820,No
1084312460,No
60634519,No
1331094420,No
41657472,No
974229547,No
86799484,No
794888433885810688,No
277017869,No
796067705832886272,No
36473056,No
259388933,No
2880216619,No
188531618,No
2559611154,No
14478142,No
25707603,No
256772298,No
133797586,No
2865621935,No
114342489,No
571557161,No
15256454,No
54716547,No
49144656,No
191904310,No
409283690,No
1066322480,No
18810267,No
48177896,No
1431766428,No
125043881,No
345043590,No
28345343,No
1536789132,No
3060203176,No
93844331,No
2325499389,No
381917815,No
361176156,No
30069494,No
20935108,No
376126981,No
112057112,No
5756902,No
63484106,No
46697956,No
253658469,No
180746428,No
886604275,No
132298807,No
20503865,No
28594407,No
473515989,No
14804040,No
14291504,No
558836355,No
1089848792,No
271101710,Yes
1631057065,No
342698681,No
3533658673,No
258933234,No
17323794,No
2478278258,No
28657265,No
96366635,No
46162630,No
79023303,No
271216207,No
103686271,No
449446363,No
23575224,No
827944189,No
3002347059,No
250214902,Yes
2802874982,No
1244072876,No
17656588,No
788834626827653120,No
122824390,No
764119741053046784,No
23116122,No
792792450737864704,No
6546732,No
42884086,No
19980549,No
14338005,No
385528206,Yes
521294236,No
386805146,No
153985889,No
22146910,No
2307380306,No
1182971527,No
3075491106,No
119307352,No
14219242,No
564961562,No
3115576627,No
153250923,No
16406450,No
2549966083,No
134300648,Yes
125549164,Yes
38679292,No
552516584,No
20224244,No
1025480738,No
61416061,No
3523578387,No
27247006,No
1272524941,Yes
222723850,No
22613878,No
226850196,No
335150805,No
3314867829,No
